Year,Month,Date,Region,CrimeType,CrimeCount
2021,1,2021-01-01,Oshikoto,Fraud,21
2021,1,2021-01-01,Oshikoto,Car Theft,10
2021,1,2021-01-01,Oshikoto,Drug Related,22
2021,1,2021-01-01,Omusati,Theft,57
2021,1,2021-01-01,Omusati,Assault,44
2021,1,2021-01-01,Omusati,Robbery,29
2021,1,2021-01-01,Omusati,Sexual Offence,16
2021,1,2021-01-01,Omusati,Housebreaking,50
2021,1,2021-01-01,Omusati,Fraud,23
2021,1,2021-01-01,Omusati,Car Theft,17
2021,1,2021-01-01,Omusati,Drug Related,26
2021,1,2021-01-01,Kunene,Theft,64
2021,1,2021-01-01,Kunene,Assault,42
2021,1,2021-01-01,Kunene,Robbery,26
2021,1,2021-01-01,Kunene,Sexual Offence,10
2021,1,2021-01-01,Kunene,Housebreaking,44
2021,1,2021-01-01,Kunene,Fraud,19
2021,1,2021-01-01,Kunene,Car Theft,13
2021,1,2021-01-01,Kunene,Drug Related,28
2021,1,2021-01-01,Otjozondjupa,Theft,63
2021,1,2021-01-01,Otjozondjupa,Assault,35
2021,1,2021-01-01,Otjozondjupa,Robbery,24
2021,1,2021-01-01,Otjozondjupa,Sexual Offence,14
2021,1,2021-01-01,Otjozondjupa,Housebreaking,31
2021,1,2021-01-01,Otjozondjupa,Fraud,13
2021,1,2021-01-01,Otjozondjupa,Car Theft,10
2021,1,2021-01-01,Otjozondjupa,Drug Related,36
2021,1,2021-01-01,Kavango East,Theft,156
2021,1,2021-01-01,Kavango East,Assault,128
2021,1,2021-01-01,Kavango East,Robbery,63
2021,1,2021-01-01,Kavango East,Sexual Offence,43
2021,1,2021-01-01,Kavango East,Housebreaking,111
2021,1,2021-01-01,Kavango East,Fraud,59
2021,1,2021-01-01,Kavango East,Car Theft,34
2021,1,2021-01-01,Kavango East,Drug Related,88
2021,1,2021-01-01,Kavango West,Theft,53
2021,1,2021-01-01,Kavango West,Assault,41
2021,1,2021-01-01,Kavango West,Robbery,27
2021,1,2021-01-01,Kavango West,Sexual Offence,11
2021,1,2021-01-01,Kavango West,Housebreaking,58
2021,1,2021-01-01,Kavango West,Fraud,20
2021,1,2021-01-01,Kavango West,Car Theft,11
2021,1,2021-01-01,Kavango West,Drug Related,19
2021,1,2021-01-01,Zambezi,Theft,63
2021,1,2021-01-01,Zambezi,Assault,40
2021,1,2021-01-01,Zambezi,Robbery,31
2021,1,2021-01-01,Zambezi,Sexual Offence,15
2021,1,2021-01-01,Zambezi,Housebreaking,36
2021,1,2021-01-01,Zambezi,Fraud,25
2021,1,2021-01-01,Zambezi,Car Theft,12
2021,1,2021-01-01,Zambezi,Drug Related,33
2021,1,2021-01-01,Hardap,Theft,53
2021,1,2021-01-01,Hardap,Assault,47
2021,1,2021-01-01,Hardap,Robbery,34
2021,1,2021-01-01,Hardap,Sexual Offence,13
2021,1,2021-01-01,Hardap,Housebreaking,46
2021,1,2021-01-01,Hardap,Fraud,18
2021,1,2021-01-01,Hardap,Car Theft,9
2021,1,2021-01-01,Hardap,Drug Related,30
2021,1,2021-01-01,ǁKaras,Theft,76
2021,1,2021-01-01,ǁKaras,Assault,37
2021,1,2021-01-01,ǁKaras,Robbery,40
2021,1,2021-01-01,ǁKaras,Sexual Offence,8
2021,1,2021-01-01,ǁKaras,Housebreaking,41
2021,1,2021-01-01,ǁKaras,Fraud,20
2021,1,2021-01-01,ǁKaras,Car Theft,9
2021,1,2021-01-01,ǁKaras,Drug Related,38
2021,1,2021-01-01,Omaheke,Theft,59
2021,1,2021-01-01,Omaheke,Assault,45
2021,1,2021-01-01,Omaheke,Robbery,36
2021,1,2021-01-01,Omaheke,Sexual Offence,24
2021,1,2021-01-01,Omaheke,Housebreaking,40
2021,1,2021-01-01,Omaheke,Fraud,21
2021,1,2021-01-01,Omaheke,Car Theft,9
2021,1,2021-01-01,Omaheke,Drug Related,29
2021,2,2021-02-01,Khomas,Theft,157
2021,2,2021-02-01,Khomas,Assault,90
2021,2,2021-02-01,Khomas,Robbery,64
2021,2,2021-02-01,Khomas,Sexual Offence,38
2021,2,2021-02-01,Khomas,Housebreaking,109
2021,2,2021-02-01,Khomas,Fraud,37
2021,2,2021-02-01,Khomas,Car Theft,33
2021,2,2021-02-01,Khomas,Drug Related,69
2021,2,2021-02-01,Erongo,Theft,134
2021,2,2021-02-01,Erongo,Assault,114
2021,2,2021-02-01,Erongo,Robbery,78
2021,2,2021-02-01,Erongo,Sexual Offence,39
2021,2,2021-02-01,Erongo,Housebreaking,82
2021,2,2021-02-01,Erongo,Fraud,52
2021,2,2021-02-01,Erongo,Car Theft,29
2021,2,2021-02-01,Erongo,Drug Related,92
2021,2,2021-02-01,Oshana,Theft,135
2021,2,2021-02-01,Oshana,Assault,112
2021,2,2021-02-01,Oshana,Robbery,77
2021,2,2021-02-01,Oshana,Sexual Offence,37
2021,2,2021-02-01,Oshana,Housebreaking,121
2021,2,2021-02-01,Oshana,Fraud,57
2021,2,2021-02-01,Oshana,Car Theft,18
2021,2,2021-02-01,Oshana,Drug Related,78
2021,2,2021-02-01,Ohangwena,Theft,122
2021,2,2021-02-01,Ohangwena,Assault,127
2021,2,2021-02-01,Ohangwena,Robbery,55
2021,2,2021-02-01,Ohangwena,Sexual Offence,44
2021,2,2021-02-01,Ohangwena,Housebreaking,94
2021,2,2021-02-01,Ohangwena,Fraud,50
2021,2,2021-02-01,Ohangwena,Car Theft,27
2021,2,2021-02-01,Ohangwena,Drug Related,77
2021,2,2021-02-01,Oshikoto,Theft,74
2021,2,2021-02-01,Oshikoto,Assault,44
2021,2,2021-02-01,Oshikoto,Robbery,25
2021,2,2021-02-01,Oshikoto,Sexual Offence,10
2021,2,2021-02-01,Oshikoto,Housebreaking,39
2021,2,2021-02-01,Oshikoto,Fraud,19
2021,2,2021-02-01,Oshikoto,Car Theft,6
2021,2,2021-02-01,Oshikoto,Drug Related,16
2021,2,2021-02-01,Omusati,Theft,56
2021,2,2021-02-01,Omusati,Assault,39
2021,2,2021-02-01,Omusati,Robbery,17
2021,2,2021-02-01,Omusati,Sexual Offence,6
2021,2,2021-02-01,Omusati,Housebreaking,38
2021,2,2021-02-01,Omusati,Fraud,24
2021,2,2021-02-01,Omusati,Car Theft,4
2021,2,2021-02-01,Omusati,Drug Related,28
2021,2,2021-02-01,Kunene,Theft,64
2021,2,2021-02-01,Kunene,Assault,30
2021,2,2021-02-01,Kunene,Robbery,17
2021,2,2021-02-01,Kunene,Sexual Offence,14
2021,2,2021-02-01,Kunene,Housebreaking,29
2021,2,2021-02-01,Kunene,Fraud,19
2021,2,2021-02-01,Kunene,Car Theft,6
2021,2,2021-02-01,Kunene,Drug Related,25
2021,2,2021-02-01,Otjozondjupa,Theft,58
2021,2,2021-02-01,Otjozondjupa,Assault,38
2021,2,2021-02-01,Otjozondjupa,Robbery,19
2021,2,2021-02-01,Otjozondjupa,Sexual Offence,10
2021,2,2021-02-01,Otjozondjupa,Housebreaking,40
2021,2,2021-02-01,Otjozondjupa,Fraud,18
2021,2,2021-02-01,Otjozondjupa,Car Theft,9
2021,2,2021-02-01,Otjozondjupa,Drug Related,22
2021,2,2021-02-01,Kavango East,Theft,142
2021,2,2021-02-01,Kavango East,Assault,109
2021,2,2021-02-01,Kavango East,Robbery,70
2021,2,2021-02-01,Kavango East,Sexual Offence,45
2021,2,2021-02-01,Kavango East,Housebreaking,105
2021,2,2021-02-01,Kavango East,Fraud,48
2021,2,2021-02-01,Kavango East,Car Theft,23
2021,2,2021-02-01,Kavango East,Drug Related,79
2021,2,2021-02-01,Kavango West,Theft,46
2021,2,2021-02-01,Kavango West,Assault,36
2021,2,2021-02-01,Kavango West,Robbery,26
2021,2,2021-02-01,Kavango West,Sexual Offence,13
2021,2,2021-02-01,Kavango West,Housebreaking,39
2021,2,2021-02-01,Kavango West,Fraud,13
2021,2,2021-02-01,Kavango West,Car Theft,8
2021,2,2021-02-01,Kavango West,Drug Related,31
2021,2,2021-02-01,Zambezi,Theft,63
2021,2,2021-02-01,Zambezi,Assault,44
2021,2,2021-02-01,Zambezi,Robbery,17
2021,2,2021-02-01,Zambezi,Sexual Offence,13
2021,2,2021-02-01,Zambezi,Housebreaking,37
2021,2,2021-02-01,Zambezi,Fraud,16
2021,2,2021-02-01,Zambezi,Car Theft,6
2021,2,2021-02-01,Zambezi,Drug Related,29
2021,2,2021-02-01,Hardap,Theft,56
2021,2,2021-02-01,Hardap,Assault,35
2021,2,2021-02-01,Hardap,Robbery,29
2021,2,2021-02-01,Hardap,Sexual Offence,19
2021,2,2021-02-01,Hardap,Housebreaking,43
2021,2,2021-02-01,Hardap,Fraud,19
2021,2,2021-02-01,Hardap,Car Theft,8
2021,2,2021-02-01,Hardap,Drug Related,19
2021,2,2021-02-01,ǁKaras,Theft,56
2021,2,2021-02-01,ǁKaras,Assault,37
2021,2,2021-02-01,ǁKaras,Robbery,28
2021,2,2021-02-01,ǁKaras,Sexual Offence,16
2021,2,2021-02-01,ǁKaras,Housebreaking,46
2021,2,2021-02-01,ǁKaras,Fraud,19
2021,2,2021-02-01,ǁKaras,Car Theft,10
2021,2,2021-02-01,ǁKaras,Drug Related,28
2021,2,2021-02-01,Omaheke,Theft,49
2021,2,2021-02-01,Omaheke,Assault,47
2021,2,2021-02-01,Omaheke,Robbery,22
2021,2,2021-02-01,Omaheke,Sexual Offence,21
2021,2,2021-02-01,Omaheke,Housebreaking,35
2021,2,2021-02-01,Omaheke,Fraud,21
2021,2,2021-02-01,Omaheke,Car Theft,10
2021,2,2021-02-01,Omaheke,Drug Related,26
2021,3,2021-03-01,Khomas,Theft,166
2021,3,2021-03-01,Khomas,Assault,107
2021,3,2021-03-01,Khomas,Robbery,46
2021,3,2021-03-01,Khomas,Sexual Offence,28
2021,3,2021-03-01,Khomas,Housebreaking,93
2021,3,2021-03-01,Khomas,Fraud,59
2021,3,2021-03-01,Khomas,Car Theft,29
2021,3,2021-03-01,Khomas,Drug Related,79
2021,3,2021-03-01,Erongo,Theft,148
2021,3,2021-03-01,Erongo,Assault,111
2021,3,2021-03-01,Erongo,Robbery,57
2021,3,2021-03-01,Erongo,Sexual Offence,45
2021,3,2021-03-01,Erongo,Housebreaking,122
2021,3,2021-03-01,Erongo,Fraud,53
2021,3,2021-03-01,Erongo,Car Theft,22
2021,3,2021-03-01,Erongo,Drug Related,63
2021,3,2021-03-01,Oshana,Theft,157
2021,3,2021-03-01,Oshana,Assault,103
2021,3,2021-03-01,Oshana,Robbery,53
2021,3,2021-03-01,Oshana,Sexual Offence,41
2021,3,2021-03-01,Oshana,Housebreaking,111
2021,3,2021-03-01,Oshana,Fraud,42
2021,3,2021-03-01,Oshana,Car Theft,25
2021,3,2021-03-01,Oshana,Drug Related,80
2021,3,2021-03-01,Ohangwena,Theft,152
2021,3,2021-03-01,Ohangwena,Assault,118
2021,3,2021-03-01,Ohangwena,Robbery,71
2021,3,2021-03-01,Ohangwena,Sexual Offence,41
2021,3,2021-03-01,Ohangwena,Housebreaking,112
2021,3,2021-03-01,Ohangwena,Fraud,39
2021,3,2021-03-01,Ohangwena,Car Theft,32
2021,3,2021-03-01,Ohangwena,Drug Related,77
2021,3,2021-03-01,Oshikoto,Theft,50
2021,3,2021-03-01,Oshikoto,Assault,38
2021,3,2021-03-01,Oshikoto,Robbery,22
2021,3,2021-03-01,Oshikoto,Sexual Offence,12
2021,3,2021-03-01,Oshikoto,Housebreaking,37
2021,3,2021-03-01,Oshikoto,Fraud,24
2021,3,2021-03-01,Oshikoto,Car Theft,8
2021,3,2021-03-01,Oshikoto,Drug Related,33
2021,3,2021-03-01,Omusati,Theft,63
2021,3,2021-03-01,Omusati,Assault,40
2021,3,2021-03-01,Omusati,Robbery,19
2021,3,2021-03-01,Omusati,Sexual Offence,14
2021,3,2021-03-01,Omusati,Housebreaking,36
2021,3,2021-03-01,Omusati,Fraud,16
2021,3,2021-03-01,Omusati,Car Theft,3
2021,3,2021-03-01,Omusati,Drug Related,32
2021,3,2021-03-01,Kunene,Theft,45
2021,3,2021-03-01,Kunene,Assault,40
2021,3,2021-03-01,Kunene,Robbery,23
2021,3,2021-03-01,Kunene,Sexual Offence,12
2021,3,2021-03-01,Kunene,Housebreaking,41
2021,3,2021-03-01,Kunene,Fraud,15
2021,3,2021-03-01,Kunene,Car Theft,9
2021,3,2021-03-01,Kunene,Drug Related,32
2021,3,2021-03-01,Otjozondjupa,Theft,65
2021,3,2021-03-01,Otjozondjupa,Assault,46
2021,3,2021-03-01,Otjozondjupa,Robbery,19
2021,3,2021-03-01,Otjozondjupa,Sexual Offence,12
2021,3,2021-03-01,Otjozondjupa,Housebreaking,32
2021,3,2021-03-01,Otjozondjupa,Fraud,10
2021,3,2021-03-01,Otjozondjupa,Car Theft,10
2021,3,2021-03-01,Otjozondjupa,Drug Related,24
2021,3,2021-03-01,Kavango East,Theft,142
2021,3,2021-03-01,Kavango East,Assault,121
2021,3,2021-03-01,Kavango East,Robbery,65
2021,3,2021-03-01,Kavango East,Sexual Offence,31
2021,3,2021-03-01,Kavango East,Housebreaking,100
2021,3,2021-03-01,Kavango East,Fraud,66
2021,3,2021-03-01,Kavango East,Car Theft,31
2021,3,2021-03-01,Kavango East,Drug Related,85
2021,3,2021-03-01,Kavango West,Theft,56
2021,3,2021-03-01,Kavango West,Assault,35
2021,3,2021-03-01,Kavango West,Robbery,20
2021,3,2021-03-01,Kavango West,Sexual Offence,13
2021,3,2021-03-01,Kavango West,Housebreaking,30
2021,3,2021-03-01,Kavango West,Fraud,14
2021,3,2021-03-01,Kavango West,Car Theft,9
2021,3,2021-03-01,Kavango West,Drug Related,40
2021,3,2021-03-01,Zambezi,Theft,37
2021,3,2021-03-01,Zambezi,Assault,40
2021,3,2021-03-01,Zambezi,Robbery,17
2021,3,2021-03-01,Zambezi,Sexual Offence,12
2021,3,2021-03-01,Zambezi,Housebreaking,34
2021,3,2021-03-01,Zambezi,Fraud,14
2021,3,2021-03-01,Zambezi,Car Theft,10
2021,3,2021-03-01,Zambezi,Drug Related,29
2021,3,2021-03-01,Hardap,Theft,53
2021,3,2021-03-01,Hardap,Assault,35
2021,3,2021-03-01,Hardap,Robbery,20
2021,3,2021-03-01,Hardap,Sexual Offence,15
2021,3,2021-03-01,Hardap,Housebreaking,35
2021,3,2021-03-01,Hardap,Fraud,14
2021,3,2021-03-01,Hardap,Car Theft,6
2021,3,2021-03-01,Hardap,Drug Related,31
2021,3,2021-03-01,ǁKaras,Theft,40
2021,3,2021-03-01,ǁKaras,Assault,36
2021,3,2021-03-01,ǁKaras,Robbery,15
2021,3,2021-03-01,ǁKaras,Sexual Offence,11
2021,3,2021-03-01,ǁKaras,Housebreaking,47
2021,3,2021-03-01,ǁKaras,Fraud,18
2021,3,2021-03-01,ǁKaras,Car Theft,11
2021,3,2021-03-01,ǁKaras,Drug Related,37
2021,3,2021-03-01,Omaheke,Theft,53
2021,3,2021-03-01,Omaheke,Assault,39
2021,3,2021-03-01,Omaheke,Robbery,27
2021,3,2021-03-01,Omaheke,Sexual Offence,19
2021,3,2021-03-01,Omaheke,Housebreaking,32
2021,3,2021-03-01,Omaheke,Fraud,15
2021,3,2021-03-01,Omaheke,Car Theft,17
2021,3,2021-03-01,Omaheke,Drug Related,34
2021,4,2021-04-01,Khomas,Theft,121
2021,4,2021-04-01,Khomas,Assault,117
2021,4,2021-04-01,Khomas,Robbery,68
2021,4,2021-04-01,Khomas,Sexual Offence,39
2021,4,2021-04-01,Khomas,Housebreaking,106
2021,4,2021-04-01,Khomas,Fraud,43
2021,4,2021-04-01,Khomas,Car Theft,29
2021,4,2021-04-01,Khomas,Drug Related,72
2021,4,2021-04-01,Erongo,Theft,167
2021,4,2021-04-01,Erongo,Assault,118
2021,4,2021-04-01,Erongo,Robbery,61
2021,4,2021-04-01,Erongo,Sexual Offence,31
2021,4,2021-04-01,Erongo,Housebreaking,91
2021,4,2021-04-01,Erongo,Fraud,57
2021,4,2021-04-01,Erongo,Car Theft,19
2021,4,2021-04-01,Erongo,Drug Related,77
2021,4,2021-04-01,Oshana,Theft,151
2021,4,2021-04-01,Oshana,Assault,116
2021,4,2021-04-01,Oshana,Robbery,74
2021,4,2021-04-01,Oshana,Sexual Offence,34
2021,4,2021-04-01,Oshana,Housebreaking,102
2021,4,2021-04-01,Oshana,Fraud,49
2021,4,2021-04-01,Oshana,Car Theft,22
2021,4,2021-04-01,Oshana,Drug Related,60
2021,4,2021-04-01,Ohangwena,Theft,163
2021,4,2021-04-01,Ohangwena,Assault,109
2021,4,2021-04-01,Ohangwena,Robbery,67
2021,4,2021-04-01,Ohangwena,Sexual Offence,39
2021,4,2021-04-01,Ohangwena,Housebreaking,90
2021,4,2021-04-01,Ohangwena,Fraud,46
2021,4,2021-04-01,Ohangwena,Car Theft,31
2021,4,2021-04-01,Ohangwena,Drug Related,72
2021,4,2021-04-01,Oshikoto,Theft,56
2021,4,2021-04-01,Oshikoto,Assault,28
2021,4,2021-04-01,Oshikoto,Robbery,16
2021,4,2021-04-01,Oshikoto,Sexual Offence,14
2021,4,2021-04-01,Oshikoto,Housebreaking,39
2021,4,2021-04-01,Oshikoto,Fraud,17
2021,4,2021-04-01,Oshikoto,Car Theft,15
2021,4,2021-04-01,Oshikoto,Drug Related,19
2021,4,2021-04-01,Omusati,Theft,59
2021,4,2021-04-01,Omusati,Assault,37
2021,4,2021-04-01,Omusati,Robbery,21
2021,4,2021-04-01,Omusati,Sexual Offence,20
2021,4,2021-04-01,Omusati,Housebreaking,34
2021,4,2021-04-01,Omusati,Fraud,22
2021,4,2021-04-01,Omusati,Car Theft,8
2021,4,2021-04-01,Omusati,Drug Related,34
2021,4,2021-04-01,Kunene,Theft,48
2021,4,2021-04-01,Kunene,Assault,47
2021,4,2021-04-01,Kunene,Robbery,24
2021,4,2021-04-01,Kunene,Sexual Offence,4
2021,4,2021-04-01,Kunene,Housebreaking,44
2021,4,2021-04-01,Kunene,Fraud,24
2021,4,2021-04-01,Kunene,Car Theft,7
2021,4,2021-04-01,Kunene,Drug Related,26
2021,4,2021-04-01,Otjozondjupa,Theft,58
2021,4,2021-04-01,Otjozondjupa,Assault,37
2021,4,2021-04-01,Otjozondjupa,Robbery,22
2021,4,2021-04-01,Otjozondjupa,Sexual Offence,17
2021,4,2021-04-01,Otjozondjupa,Housebreaking,34
2021,4,2021-04-01,Otjozondjupa,Fraud,10
2021,4,2021-04-01,Otjozondjupa,Car Theft,9
2021,4,2021-04-01,Otjozondjupa,Drug Related,42
2021,4,2021-04-01,Kavango East,Theft,152
2021,4,2021-04-01,Kavango East,Assault,113
2021,4,2021-04-01,Kavango East,Robbery,64
2021,4,2021-04-01,Kavango East,Sexual Offence,35
2021,4,2021-04-01,Kavango East,Housebreaking,103
2021,4,2021-04-01,Kavango East,Fraud,52
2021,4,2021-04-01,Kavango East,Car Theft,22
2021,4,2021-04-01,Kavango East,Drug Related,88
2021,4,2021-04-01,Kavango West,Theft,60
2021,4,2021-04-01,Kavango West,Assault,35
2021,4,2021-04-01,Kavango West,Robbery,23
2021,4,2021-04-01,Kavango West,Sexual Offence,15
2021,4,2021-04-01,Kavango West,Housebreaking,34
2021,4,2021-04-01,Kavango West,Fraud,14
2021,4,2021-04-01,Kavango West,Car Theft,5
2021,4,2021-04-01,Kavango West,Drug Related,27
2021,4,2021-04-01,Zambezi,Theft,66
2021,4,2021-04-01,Zambezi,Assault,42
2021,4,2021-04-01,Zambezi,Robbery,21
2021,4,2021-04-01,Zambezi,Sexual Offence,16
2021,4,2021-04-01,Zambezi,Housebreaking,49
2021,4,2021-04-01,Zambezi,Fraud,16
2021,4,2021-04-01,Zambezi,Car Theft,11
2021,4,2021-04-01,Zambezi,Drug Related,33
2021,4,2021-04-01,Hardap,Theft,65
2021,4,2021-04-01,Hardap,Assault,56
2021,4,2021-04-01,Hardap,Robbery,21
2021,4,2021-04-01,Hardap,Sexual Offence,13
2021,4,2021-04-01,Hardap,Housebreaking,36
2021,4,2021-04-01,Hardap,Fraud,15
2021,4,2021-04-01,Hardap,Car Theft,8
2021,4,2021-04-01,Hardap,Drug Related,29
2021,4,2021-04-01,ǁKaras,Theft,54
2021,4,2021-04-01,ǁKaras,Assault,40
2021,4,2021-04-01,ǁKaras,Robbery,25
2021,4,2021-04-01,ǁKaras,Sexual Offence,13
2021,4,2021-04-01,ǁKaras,Housebreaking,47
2021,4,2021-04-01,ǁKaras,Fraud,20
2021,4,2021-04-01,ǁKaras,Car Theft,10
2021,4,2021-04-01,ǁKaras,Drug Related,26
2021,4,2021-04-01,Omaheke,Theft,48
2021,4,2021-04-01,Omaheke,Assault,43
2021,4,2021-04-01,Omaheke,Robbery,20
2021,4,2021-04-01,Omaheke,Sexual Offence,19
2021,4,2021-04-01,Omaheke,Housebreaking,31
2021,4,2021-04-01,Omaheke,Fraud,16
2021,4,2021-04-01,Omaheke,Car Theft,10
2021,4,2021-04-01,Omaheke,Drug Related,16
2021,5,2021-05-01,Khomas,Theft,156
2021,5,2021-05-01,Khomas,Assault,100
2021,5,2021-05-01,Khomas,Robbery,52
2021,5,2021-05-01,Khomas,Sexual Offence,39
2021,5,2021-05-01,Khomas,Housebreaking,113
2021,5,2021-05-01,Khomas,Fraud,50
2021,5,2021-05-01,Khomas,Car Theft,23
2021,5,2021-05-01,Khomas,Drug Related,87
2021,5,2021-05-01,Erongo,Theft,152
2021,5,2021-05-01,Erongo,Assault,139
2021,5,2021-05-01,Erongo,Robbery,61
2021,5,2021-05-01,Erongo,Sexual Offence,52
2021,5,2021-05-01,Erongo,Housebreaking,101
2021,5,2021-05-01,Erongo,Fraud,45
2021,5,2021-05-01,Erongo,Car Theft,26
2021,5,2021-05-01,Erongo,Drug Related,64
2021,5,2021-05-01,Oshana,Theft,149
2021,5,2021-05-01,Oshana,Assault,105
2021,5,2021-05-01,Oshana,Robbery,78
2021,5,2021-05-01,Oshana,Sexual Offence,38
2021,5,2021-05-01,Oshana,Housebreaking,121
2021,5,2021-05-01,Oshana,Fraud,50
2021,5,2021-05-01,Oshana,Car Theft,21
2021,5,2021-05-01,Oshana,Drug Related,79
2021,5,2021-05-01,Ohangwena,Theft,150
2021,5,2021-05-01,Ohangwena,Assault,108
2021,5,2021-05-01,Ohangwena,Robbery,62
2021,5,2021-05-01,Ohangwena,Sexual Offence,32
2021,5,2021-05-01,Ohangwena,Housebreaking,105
2021,5,2021-05-01,Ohangwena,Fraud,47
2021,5,2021-05-01,Ohangwena,Car Theft,19
2021,5,2021-05-01,Ohangwena,Drug Related,70
2021,5,2021-05-01,Oshikoto,Theft,62
2021,5,2021-05-01,Oshikoto,Assault,48
2021,5,2021-05-01,Oshikoto,Robbery,21
2021,5,2021-05-01,Oshikoto,Sexual Offence,11
2021,5,2021-05-01,Oshikoto,Housebreaking,37
2021,5,2021-05-01,Oshikoto,Fraud,19
2021,5,2021-05-01,Oshikoto,Car Theft,11
2021,5,2021-05-01,Oshikoto,Drug Related,35
2021,5,2021-05-01,Omusati,Theft,50
2021,5,2021-05-01,Omusati,Assault,41
2021,5,2021-05-01,Omusati,Robbery,23
2021,5,2021-05-01,Omusati,Sexual Offence,11
2021,5,2021-05-01,Omusati,Housebreaking,24
2021,5,2021-05-01,Omusati,Fraud,17
2021,5,2021-05-01,Omusati,Car Theft,10
2021,5,2021-05-01,Omusati,Drug Related,31
2021,5,2021-05-01,Kunene,Theft,58
2021,5,2021-05-01,Kunene,Assault,45
2021,5,2021-05-01,Kunene,Robbery,24
2021,5,2021-05-01,Kunene,Sexual Offence,13
2021,5,2021-05-01,Kunene,Housebreaking,26
2021,5,2021-05-01,Kunene,Fraud,16
2021,5,2021-05-01,Kunene,Car Theft,7
2021,5,2021-05-01,Kunene,Drug Related,26
2021,5,2021-05-01,Otjozondjupa,Theft,63
2021,5,2021-05-01,Otjozondjupa,Assault,29
2021,5,2021-05-01,Otjozondjupa,Robbery,20
2021,5,2021-05-01,Otjozondjupa,Sexual Offence,18
2021,5,2021-05-01,Otjozondjupa,Housebreaking,40
2021,5,2021-05-01,Otjozondjupa,Fraud,16
2021,5,2021-05-01,Otjozondjupa,Car Theft,14
2021,5,2021-05-01,Otjozondjupa,Drug Related,24
2021,5,2021-05-01,Kavango East,Theft,142
2021,5,2021-05-01,Kavango East,Assault,126
2021,5,2021-05-01,Kavango East,Robbery,65
2021,5,2021-05-01,Kavango East,Sexual Offence,24
2021,5,2021-05-01,Kavango East,Housebreaking,99
2021,5,2021-05-01,Kavango East,Fraud,42
2021,5,2021-05-01,Kavango East,Car Theft,22
2021,5,2021-05-01,Kavango East,Drug Related,73
2021,5,2021-05-01,Kavango West,Theft,69
2021,5,2021-05-01,Kavango West,Assault,46
2021,5,2021-05-01,Kavango West,Robbery,27
2021,5,2021-05-01,Kavango West,Sexual Offence,17
2021,5,2021-05-01,Kavango West,Housebreaking,40
2021,5,2021-05-01,Kavango West,Fraud,19
2021,5,2021-05-01,Kavango West,Car Theft,6
2021,5,2021-05-01,Kavango West,Drug Related,28
2021,5,2021-05-01,Zambezi,Theft,60
2021,5,2021-05-01,Zambezi,Assault,34
2021,5,2021-05-01,Zambezi,Robbery,24
2021,5,2021-05-01,Zambezi,Sexual Offence,8
2021,5,2021-05-01,Zambezi,Housebreaking,39
2021,5,2021-05-01,Zambezi,Fraud,12
2021,5,2021-05-01,Zambezi,Car Theft,10
2021,5,2021-05-01,Zambezi,Drug Related,30
2021,5,2021-05-01,Hardap,Theft,61
2021,5,2021-05-01,Hardap,Assault,44
2021,5,2021-05-01,Hardap,Robbery,17
2021,5,2021-05-01,Hardap,Sexual Offence,13
2021,5,2021-05-01,Hardap,Housebreaking,34
2021,5,2021-05-01,Hardap,Fraud,21
2021,5,2021-05-01,Hardap,Car Theft,7
2021,5,2021-05-01,Hardap,Drug Related,27
2021,5,2021-05-01,ǁKaras,Theft,60
2021,5,2021-05-01,ǁKaras,Assault,46
2021,5,2021-05-01,ǁKaras,Robbery,20
2021,5,2021-05-01,ǁKaras,Sexual Offence,16
2021,5,2021-05-01,ǁKaras,Housebreaking,39
2021,5,2021-05-01,ǁKaras,Fraud,25
2021,5,2021-05-01,ǁKaras,Car Theft,10
2021,5,2021-05-01,ǁKaras,Drug Related,20
2021,5,2021-05-01,Omaheke,Theft,63
2021,5,2021-05-01,Omaheke,Assault,40
2021,5,2021-05-01,Omaheke,Robbery,24
2021,5,2021-05-01,Omaheke,Sexual Offence,17
2021,5,2021-05-01,Omaheke,Housebreaking,31
2021,5,2021-05-01,Omaheke,Fraud,14
2021,5,2021-05-01,Omaheke,Car Theft,6
2021,5,2021-05-01,Omaheke,Drug Related,25
2021,6,2021-06-01,Khomas,Theft,140
2021,6,2021-06-01,Khomas,Assault,119
2021,6,2021-06-01,Khomas,Robbery,64
2021,6,2021-06-01,Khomas,Sexual Offence,40
2021,6,2021-06-01,Khomas,Housebreaking,94
2021,6,2021-06-01,Khomas,Fraud,40
2021,6,2021-06-01,Khomas,Car Theft,27
2021,6,2021-06-01,Khomas,Drug Related,61
2021,6,2021-06-01,Erongo,Theft,151
2021,6,2021-06-01,Erongo,Assault,121
2021,6,2021-06-01,Erongo,Robbery,71
2021,6,2021-06-01,Erongo,Sexual Offence,33
2021,6,2021-06-01,Erongo,Housebreaking,88
2021,6,2021-06-01,Erongo,Fraud,42
2021,6,2021-06-01,Erongo,Car Theft,25
2021,6,2021-06-01,Erongo,Drug Related,66
2021,6,2021-06-01,Oshana,Theft,158
2021,6,2021-06-01,Oshana,Assault,128
2021,6,2021-06-01,Oshana,Robbery,65
2021,6,2021-06-01,Oshana,Sexual Offence,30
2021,6,2021-06-01,Oshana,Housebreaking,102
2021,6,2021-06-01,Oshana,Fraud,45
